I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum
250,175,0,0,804.73,58606,4,6,0,60624,144,13
11,181,2,93,332.9,33233,0,0,0,60000,300,10
11,171,301,447,20430.4,26443,2,26,3,60638,673,86
184,178,0,0,18752.91,26987,3,2,2,63102,206,52
185,189,0,0,306.3,19393,15,41,3,60197,798,37
22,177,0,176,3133.36,51116,27,6,3,60623,171,12
11,181,42,646,1015.5,28245,11,12,1,60618,552,10
11,171,29,405,4032,32679,12,12,1,60693,751,12
11,181,302,146,12051.9,25933,2,3,1,60612,756,97
11,171,301,58,2511.18,32463,12,5,1,60090,693,12
22,185,4,978,14233.95,33329,4,6,0,60608,508,13
11,171,69,196,10903.75,28364,12,5,3,60678,380,10
11,171,41,673,14930,21191,0,0,0,60000,82,60
22,175,3,937,5865.17,43985,4,6,1,60618,796,25
11,171,302,903,26496.29,26275,0,26,3,60606,557,95
11,181,17,221,7756.95,30986,17,12,1,60177,444,12
11,171,18,964,75877.76,26625,0,0,0,60000,15,10
138,174,0,0,7017.5,46702,0,0,0,60000,676,66
11,171,16,99,1986.6,28296,7,12,1,11747,538,10
184,178,0,0,30740.36,30017,3,1,1,60609,60,12
11,171,17,129,1486,35224,19,5,1,60191,361,12
22,174,100,79,1002.92,50512,16,6,0,60643,362,34
11,181,300,321,528,33469,12,12,1,60609,826,12
250,175,0,0,4898.16,31444,4,6,0,60629,729,12
11,171,389,792,3122.27,22875,2,26,5,60616,975,79
184,178,0,0,37424.83,29744,3,15,1,60606,935,11
11,181,28,636,260,26775,12,5,1,60155,581,10
11,171,20,816,2113.5,25668,11,12,1,60175,780,97
11,171,69,841,2498.16,28355,2,3,1,60622,179,11
11,171,89,828,1.12,33233,0,0,0,60000,300,10
11,181,16,341,165.35,30871,11,12,1,60639,882,11
11,161,18,996,1813.07,24027,10,5,1,60609,610,86
184,188,0,0,5775.61,14602,3,2,3,60689,646,56
131,173,0,0,540,30301,0,0,0,60000,834,11
11,171,302,972,36785.63,24027,10,5,1,60609,610,86
11,181,16,305,73.53,30871,11,12,1,60639,882,11
22,185,400,540,2250,50189,9,6,3,60617,114,91
11,181,301,122,6321.45,31862,5,12,1,60628,336,12
22,174,100,199,2085.95,33740,0,6,0,60607,142,14
11,161,86,455,237892.33,24819,11,5,1,60612,488,84
22,185,8,920,146135.02,78008,4,6,0,60661,430,42
11,171,18,917,133012.03,31860,11,12,1,60000,353,12
22,175,2,505,2631.66,44032,4,6,0,60640,53,30
11,181,301,482,18416.28,25933,2,3,1,60612,756,97
11,171,388,681,561,22875,2,26,5,60616,975,79
11,161,18,629,312.82,24027,10,5,1,60609,610,86
11,171,29,312,63841.66,18085,10,16,1,33178,138,61
250,175,0,0,2327.74,55319,4,6,0,60603,53,30
11,161,27,334,1246393.7,32019,3,12,1,60623,988,11
11,171,68,341,2594.58,30545,12,12,1,60139,487,12
11,171,29,290,595,26994,12,5,1,60055,303,93
11,171,88,342,183136.09,30271,2,26,5,60631,377,11
11,171,388,891,3000,22388,2,3,1,60148,226,82
11,171,91,504,3000,30586,14,12,1,60477,994,11
22,185,5,226,12798.17,67720,4,6,0,60629,169,60
11,181,300,694,20814.99,26443,2,26,3,60638,673,86
22,185,400,680,4818,50008,9,6,3,60616,87,90
270,177,0,0,1388.92,51143,27,6,3,60626,171,12
241,174,0,0,10256,32889,0,6,0,60614,345,13
131,173,0,0,510,49308,0,0,0,60000,509,13
22,185,7,896,4304.99,67748,4,6,0,60624,169,60
241,174,0,0,6321.06,33738,16,6,0,60623,141,14
184,178,0,0,1910.59,26986,3,2,3,63102,646,56
154,185,0,0,11738,47144,9,15,1,60501,476,13
22,177,0,55,3624.17,51115,27,6,3,60608,171,12
22,174,102,923,162.21,33737,16,6,0,60623,140,14
11,181,85,83,28.4,33233,0,0,0,60000,300,10
250,175,0,0,5666.76,33364,4,6,0,60639,508,13
254,165,0,0,1638.65,30838,9,6,3,60602,114,91
22,175,4,649,19558.26,31410,4,6,0,60649,956,12
11,161,92,287,20580,48198,17,12,1,60177,650,13
11,181,27,624,781.44,19542,10,16,6,30384,143,71
11,171,31,385,4456.68,32463,12,5,1,60090,693,12
250,165,0,0,12184.68,31464,4,6,0,60602,946,12
22,175,3,643,2461,43868,4,6,1,60619,796,25
22,185,8,639,123.5,67510,4,6,0,60603,857,59
11,171,31,772,1350.77,29709,12,5,1,60176,822,11
11,171,68,283,99.87,33233,0,0,0,60000,300,10
11,181,28,210,2800,24345,12,12,1,60018,115,81
11,171,93,809,586.24,33233,0,0,0,60000,300,10
11,181,27,467,20238.67,19651,12,5,1,60612,930,59
11,181,1,413,15763.89,28775,0,0,0,60000,144,10
11,171,68,284,99.87,33233,0,0,0,60000,300,10
22,174,101,562,5721.3,33738,16,6,0,60623,141,14
22,174,100,168,4049.2,50436,16,6,0,60640,180,34
11,171,300,75,19387.35,27870,2,26,3,60631,334,10
11,171,86,704,61129.08,33232,0,0,0,60000,508,10
158,176,0,0,4110.75,54498,19,15,1,60644,391,13
167,187,0,0,17050,34450,1,23,2,60651,245,13
106,171,0,0,19666.16,19393,15,41,3,60197,798,37
11,171,22,511,488.99,33233,0,0,0,60000,300,10
22,175,400,722,6974,50132,9,6,3,60661,87,90
11,181,87,810,54.52,33233,0,0,0,60000,300,10
11,171,86,775,21785.37,26901,3,12,1,60455,208,92
188,179,0,0,2973.04,27731,11,1,1,60607,211,11
11,181,41,569,215.63,22216,1,5,1,60461,622,76
138,164,0,0,7419.95,30223,12,7,0,53201,471,12
11,181,28,393,6539.81,17742,10,16,1,60609,902,59
11,171,67,714,11222.36,28296,7,12,1,11747,538,10
185,179,0,0,299453.15,40897,2,4,0,60612,470,13
11,171,90,556,44398.46,31860,11,12,1,60000,353,12
250,175,0,0,5596.52,31567,4,6,0,60640,954,12
22,175,5,331,5462.53,33329,4,6,0,60608,508,13
22,175,4,149,3222.2,58779,4,6,0,60607,626,46
22,175,5,125,7634.63,58891,4,6,0,60624,626,46
22,185,6,130,5930,67722,4,6,0,60629,169,60
22,175,1,245,6692.31,43662,4,6,0,60630,53,30
11,181,87,830,4089,47811,0,0,0,60000,764,13
241,164,0,0,12082.04,33704,0,6,0,60604,66,14
11,171,301,972,117.44,28295,7,12,1,60628,538,10
11,171,68,633,166.45,33233,0,0,0,60000,300,10
250,175,0,0,3858.03,43657,4,6,0,60602,53,30
188,159,0,0,15257.14,25050,11,1,1,60656,592,85
138,174,0,0,10162.83,67785,0,19,0,60164,182,60
22,174,102,552,7394.42,33701,0,6,0,60647,66,14
11,171,42,232,99.87,33233,0,0,0,60000,300,10
22,185,4,130,3041.15,28405,4,6,0,60618,850,11
22,184,101,666,483.09,73160,16,6,0,60643,109,70
11,171,389,653,661.4,31001,11,12,1,60609,681,11
11,171,388,983,8386.65,22966,0,3,1,60009,735,87
11,171,303,11,3603.14,41635,12,12,1,60604,175,12
11,171,90,106,224.76,33233,0,0,0,60000,300,10
184,188,0,0,5155473.99,55901,3,1,1,60656,366,13
254,165,0,0,51610.1,31832,9,6,3,60622,500,11
188,179,0,0,394157.74,41200,11,1,1,60656,810,13
138,184,0,0,72554.72,29707,12,7,0,60693,257,12
22,185,1,412,3657.86,67727,4,6,0,60624,169,60
11,171,68,165,1169.15,19943,11,5,1,60623,459,64
11,181,19,239,10636.95,72233,9,7,0,60628,366,68
22,175,400,380,4575.17,50262,9,6,3,60664,115,91
11,171,389,479,3029.58,33232,0,0,0,60000,508,10
22,175,2,112,7586.73,58951,4,6,0,60622,626,46
250,175,0,0,287.48,32095,4,6,0,10173,109,13
250,175,0,0,43125.06,58934,4,6,0,60622,626,46
11,171,32,173,1324.88,24027,10,5,1,60609,610,86
11,181,1,160,529.35,33233,0,0,0,60000,300,10
106,181,0,0,65.46,19393,15,41,3,60197,798,37
11,181,29,633,1487.93,29709,12,5,1,60176,822,11
11,171,28,699,1722.2,33717,0,0,0,60000,479,12
22,175,1,219,8435.05,31476,4,6,0,60629,739,12
22,175,400,426,7660.7,50286,9,6,3,60622,115,91
11,181,302,863,16586.76,24518,10,5,1,60609,126,81
131,173,0,0,854,30295,0,0,0,60000,834,11
11,181,28,630,246.33,32556,3,5,1,60203,16,12
11,171,30,25,4930.15,19755,12,12,1,60609,123,71
254,175,0,0,2262.15,50225,9,6,3,60602,114,91
184,178,0,0,98520.26,49723,3,1,1,60646,502,13
184,178,0,0,27750.35,18658,3,2,5,52761,339,63
106,161,0,0,263.75,20293,0,0,0,60000,285,62
11,181,16,263,5588.51,29859,3,12,1,60628,818,10
188,179,0,0,331928.49,33926,11,1,1,60106,45,13
11,161,18,756,3073,32679,12,12,1,60693,751,12
22,177,0,128,1552.27,51121,27,6,3,60622,171,12
250,175,0,0,2031.24,44029,4,6,0,60622,53,30
11,171,87,181,366.19,33233,0,0,0,60000,300,10
11,171,389,791,1241.21,22875,2,26,5,60616,975,79
11,181,20,135,1431.96,40336,19,12,1,60477,312,13
106,171,0,0,10261.36,19393,15,41,3,60197,798,37
11,171,20,40,4133.76,37589,0,0,0,60000,166,13
11,171,28,912,7922.25,20341,10,16,1,46373,645,66
184,178,0,0,16595.49,30014,3,1,1,60106,59,12
188,169,0,0,111101.36,39293,11,1,1,60062,373,13
11,181,16,152,364.92,33469,12,12,1,60609,826,12
11,171,22,462,45000,24512,11,12,1,60120,472,84
11,181,15,492,376.68,33233,0,0,0,60000,300,10
11,171,67,554,12295.35,28775,0,0,0,60000,144,10
11,171,88,736,67.5,33233,0,0,0,60000,300,10
11,171,90,256,12.79,33233,0,0,0,60000,300,10
11,161,92,287,150,29133,17,5,6,60177,964,10
11,181,300,28,81999.63,24782,2,3,1,60609,115,91
22,175,6,789,1666.68,34354,4,6,3,60640,109,15
106,171,0,0,88.26,19393,15,41,3,60197,798,37
11,171,90,967,5955.76,32528,17,12,1,60696,654,12
250,175,0,0,88928,33371,4,6,0,60612,508,13
11,181,0,477,303.46,41708,12,12,1,60638,946,12
22,175,3,774,7912.12,33343,4,6,0,60616,508,13
11,181,301,150,4076.35,26633,2,26,5,63150,803,98
11,171,29,157,8040,42076,12,5,1,60610,586,12
11,171,68,950,795.42,34955,3,12,1,60617,731,12
11,171,27,20,3670,26313,7,5,1,60411,740,97
250,175,0,0,3118.89,34980,4,6,0,60640,996,15
22,185,4,596,3429.22,67746,4,6,0,60657,169,60
22,185,1,975,3124.01,68346,4,6,0,60643,781,60
184,188,0,0,13073.23,29714,3,2,2,52761,283,11
11,171,301,529,39000,57441,2,20,1,53581,206,41
22,185,400,338,4436.24,50213,9,6,3,60624,114,91
11,171,31,544,2939.69,31001,11,12,1,60609,681,11
11,171,28,827,13233.84,12744,12,5,1,60438,767,37
241,164,0,0,6873.78,33687,16,6,0,60608,64,14
250,165,0,0,12424.98,31224,4,6,0,60621,938,12
11,171,16,996,7875,33033,3,12,1,60628,731,12
185,179,0,0,365000,53731,2,7,0,60666,307,39
22,185,7,755,9859.6,68336,4,6,0,60602,781,60
11,171,388,771,6036.16,47594,2,3,1,60630,282,13
11,181,16,869,369490.75,64307,9,7,0,60654,472,54
11,171,92,626,3463.09,33233,0,0,0,60000,300,10
158,186,0,0,12091.15,20293,0,0,0,60000,285,62
11,181,88,43,79.96,33233,0,0,0,60000,300,10
11,161,85,917,81151.72,27499,2,7,0,21401,390,11
11,171,390,184,340,30545,12,12,1,60139,487,12
11,181,28,355,597879,33959,0,0,0,60000,385,12
11,171,29,453,17314.15,18086,10,16,1,33178,507,65
11,181,1,124,169841.35,66808,19,7,0,60693,943,58
11,171,42,893,682.55,30301,0,0,0,60000,834,11
11,171,27,624,5802.24,28296,7,12,1,11747,538,10
22,184,800,31,11556.75,50118,36,6,0,60647,617,33
184,178,0,0,45180.98,30345,3,8,1,60106,576,10
11,171,89,216,4969.95,22224,12,5,3,40285,507,75
22,184,101,460,7931.48,31767,16,6,0,60628,0,13
11,181,86,299,1078.92,32528,17,12,1,60696,654,12
241,174,0,0,2110.8,36727,16,6,0,60613,888,17
188,189,0,0,3942.93,24361,11,2,2,53214,7,90
22,185,7,577,13478.7,58869,4,6,0,60624,761,45
11,171,389,26,15592.75,27870,2,26,3,60631,334,10
188,179,0,0,950.51,51100,11,2,2,60601,56,11
11,171,17,800,1661.01,28296,7,12,1,11747,538,10
106,181,0,0,8220,19393,15,41,3,60197,798,37
11,171,20,312,9688,28355,2,3,1,60622,179,11
22,174,100,209,13065.92,33704,0,6,0,60604,66,14
250,175,0,0,1098.83,31307,4,6,0,60610,940,12
22,185,0,972,3937.64,67709,4,6,0,60657,169,60
11,181,87,350,5.58,33233,0,0,0,60000,300,10
131,173,0,0,1560,30300,0,0,0,60000,834,11
250,175,0,0,7110.01,32360,4,6,0,60603,172,13
11,181,28,153,2823.97,32413,3,5,1,60612,16,12
11,161,23,153,23.16,27873,2,26,3,60602,334,10
154,185,0,0,4198,47144,9,15,1,60501,476,13
188,179,0,0,30047.26,28476,11,2,2,60069,56,11
11,171,42,122,7501.7,33833,6,5,1,60616,22,13
22,185,7,162,11841.17,67634,4,6,0,60622,169,60
11,171,87,251,1689.03,33232,0,0,0,60000,508,10
11,171,30,148,2597.85,33447,2,3,1,60090,118,13
11,171,17,239,33921.66,12203,7,5,1,60608,599,45
131,173,0,0,45,49308,0,0,0,60000,509,13
250,175,0,0,2718.31,48794,4,6,0,60628,509,13
185,179,0,0,2802.27,19393,15,41,3,60197,798,37
11,161,27,301,698.31,33233,0,0,0,60000,300,10
250,175,0,0,21557.58,32359,4,6,0,60653,172,13
11,181,15,558,53.97,33233,0,0,0,60000,300,10
185,189,0,0,1080,32835,2,4,1,60131,604,12
11,171,90,29,50211,32528,17,12,1,60696,654,12
250,175,0,0,7699.42,26993,4,6,0,60625,223,11
22,174,100,602,997.52,50512,16,6,0,60643,362,34
11,171,92,100,6560,30994,11,12,1,60611,364,12
11,181,20,191,248.5,33233,0,0,0,60000,300,10
154,185,0,0,5071,47144,9,15,1,60501,476,13
22,185,6,805,3042.6,34972,4,6,0,60602,996,15
11,171,42,167,17.98,33233,0,0,0,60000,300,10
22,187,0,107,3892.6,51154,27,6,3,60611,171,12
11,171,300,254,2480,27870,2,26,3,60631,334,10
11,173,67,813,29551.76,28296,7,12,1,11747,538,10
11,171,31,105,15647.65,24031,10,5,1,60005,610,86
254,175,0,0,2389.08,50297,9,6,3,60651,115,91
11,161,92,541,3785.7,28364,12,5,3,60678,380,10
11,181,43,0,46470.38,28777,0,0,0,60000,144,10
11,181,302,515,4429.47,44827,2,3,1,60007,582,13
158,176,0,0,26389.13,28422,19,15,1,60640,859,10
11,181,0,411,124.95,33233,0,0,0,60000,300,10
11,171,31,893,3948.66,24027,10,5,1,60609,610,86
11,171,67,461,1019.7,29437,14,12,1,60103,583,10
11,171,29,502,951.79,29709,12,5,1,60176,822,11
11,171,31,407,1099.96,33233,0,0,0,60000,300,10
11,171,18,333,9013.28,29859,3,12,1,60628,818,10
11,181,42,214,6869.54,28775,0,0,0,60000,144,10
11,171,89,687,70926.47,51904,0,0,0,60000,508,10
22,175,7,256,17708.33,33332,4,6,0,60608,509,13
22,185,7,269,9201.83,44146,4,6,0,60651,800,25
11,171,87,744,18,33233,0,0,0,60000,300,10
157,186,0,0,5390.72,19393,15,41,3,60197,798,37
22,185,9,350,1550.27,67655,4,6,0,60640,169,60
22,175,1,55,34278.77,33353,4,6,0,60618,508,13
22,175,6,644,83751.28,43936,4,6,0,60632,929,29
11,161,23,54,4.2,30871,11,12,1,60639,882,11
184,178,0,0,9515.46,30014,3,1,1,60106,59,12
11,171,91,480,1620,20417,0,0,0,60000,431,74
250,175,0,0,925.2,44024,4,6,1,60610,796,25
188,189,0,0,5010.89,28002,11,2,2,20151,7,90
22,175,1,12,7076.04,32906,4,6,0,60608,59,13
241,164,0,0,33497.8,46036,16,6,0,60653,271,28
184,178,0,0,95912.81,32663,3,5,1,60614,659,10
184,178,0,0,34535.73,29937,3,1,1,60106,59,12
11,171,15,203,1964729.59,26744,11,5,1,60450,579,10
11,181,302,709,2111.9,23568,17,12,1,60628,566,75
138,174,0,0,61893.29,29707,12,7,0,60693,257,12
11,181,302,314,11071.88,28295,7,12,1,60628,538,10
22,175,5,688,416.67,33901,4,6,0,60008,938,12
22,185,2,458,2823.1,55317,4,6,0,60640,53,30
11,171,41,555,38.25,33233,0,0,0,60000,300,10
11,171,89,643,79.16,33233,0,0,0,60000,300,10
11,181,28,269,809.6,17742,10,16,1,60609,902,59
188,169,0,0,33682.81,39293,11,1,1,60062,373,13
11,171,69,488,233.06,31001,11,12,1,60609,681,11
11,181,20,602,58.5,33233,0,0,0,60000,300,10
11,171,303,311,3660.3,62053,2,3,1,60035,361,38
241,164,0,0,30214.01,31768,16,6,0,60607,1,13
11,171,31,927,16553.37,24027,10,5,1,60609,610,86
11,171,28,668,930.37,33233,0,0,0,60000,300,10
11,181,85,558,4450,32990,0,0,0,60000,877,12
11,171,92,908,3288.23,28775,0,0,0,60000,144,10
11,171,300,120,97859.45,35679,2,22,1,60617,145,13
185,179,0,0,97273.43,52588,2,27,5,60604,259,19
11,171,21,739,1517.55,33233,0,0,0,60000,300,10
11,181,85,229,1.96,33233,0,0,0,60000,300,10
250,165,0,0,1764.08,31303,4,6,0,60640,940,12
270,167,0,0,1271.24,31748,27,6,3,60653,171,12
11,171,303,427,25822.98,25098,2,26,5,60680,996,89
254,165,0,0,536.6,33093,0,6,0,60622,500,11
11,171,20,643,132694.91,50201,0,0,0,60000,133,10
250,145,0,0,134713.09,29844,4,6,3,60640,17,12
250,175,0,0,15140.85,33345,4,6,0,60626,508,13
185,179,0,0,1860,16914,2,27,3,60606,408,54
11,181,300,753,290057.75,50459,2,3,0,11050,341,17
11,181,20,471,373.65,30986,17,12,1,60177,444,12
11,171,18,510,70650,11856,24,12,1,60000,131,41
106,181,0,0,292.86,20293,0,0,0,60000,285,62
11,171,18,292,2002,28245,11,12,1,60618,552,10
158,176,0,0,12417,54498,19,15,1,60644,391,13
131,183,0,0,355,22216,1,5,1,60461,622,76
11,171,16,617,30804.4,29859,3,12,1,60628,818,10
11,171,41,935,87.45,59548,6,18,1,33655,404,42
188,189,0,0,187675.19,37537,11,1,1,60656,799,12
270,177,0,0,2633.23,51152,27,6,3,60649,171,12
22,184,101,806,6864.19,72956,0,6,0,60085,697,69
22,175,6,413,311.38,44032,4,6,0,60640,53,30
250,175,0,0,1924.83,51176,27,6,0,60604,265,35
11,171,88,89,166.45,33233,0,0,0,60000,300,10
11,171,88,143,7.15,26588,24,5,1,60642,590,85
11,181,42,41,410.66,33233,0,0,0,60000,300,10
11,181,29,289,1186.43,32564,19,5,1,60803,16,12
11,171,389,773,136304.06,26231,0,26,3,60654,555,85
11,181,27,928,1378,26603,12,5,1,60586,188,81
11,171,22,545,346.58,28629,2,3,1,60630,175,11
184,178,0,0,13927.22,27729,11,18,1,60447,297,11
250,175,0,0,650,43916,4,6,0,60607,880,25
11,161,27,302,48.02,33233,0,0,0,60000,300,10
11,171,87,196,25600,33684,3,12,1,60187,966,12
11,171,41,740,7500,63519,6,7,0,60625,429,53
22,175,2,433,61,43984,4,6,1,60639,796,25
250,165,0,0,3503.78,31403,4,6,1,60626,941,12
11,171,30,202,772.86,24027,10,5,1,60609,610,86
11,171,90,618,30909.18,26835,0,0,0,60000,387,10
11,171,388,631,549007.1,26601,2,26,3,60602,719,97
11,161,92,306,40.5,26231,0,26,3,60654,555,85
11,171,301,982,995.28,42317,2,3,1,60612,283,13
11,181,17,159,659610.33,6078,18,7,0,60602,600,26
11,161,92,208,163.89,36561,0,0,0,60000,509,12
11,171,302,659,7979.75,46810,12,12,1,60517,447,13
11,171,29,221,19451.29,18086,10,16,1,33178,507,65
11,181,43,151,1238.14,28775,0,0,0,60000,144,10
11,181,43,2,605.86,28295,7,12,1,60628,538,10
11,171,41,681,1499.3,15257,10,16,1,60137,660,56
11,181,19,548,6069,30994,11,12,1,60611,364,12
250,175,0,0,1134.72,34966,4,6,0,60603,996,15
167,177,0,0,15450,34450,1,23,2,60651,245,13
250,175,0,0,71384.39,31290,4,6,0,60608,940,12
11,181,41,895,2952.78,28775,0,0,0,60000,144,10
250,175,0,0,27969.8,43933,4,6,0,60661,885,25
22,185,400,726,420.14,50158,9,6,3,60640,114,91
11,171,41,205,486.16,34429,7,5,1,60428,926,12
22,185,0,445,166158.46,48891,4,6,0,60608,162,32
188,189,0,0,32935.47,19750,11,2,2,60606,942,69
138,174,0,0,52319.09,28102,11,15,1,60656,557,10
11,181,20,602,20.97,33233,0,0,0,60000,300,10
11,171,29,599,2019.6,17739,10,16,1,60137,126,61
250,175,0,0,59796.69,58895,4,6,0,60603,626,46
11,181,20,250,31968,29653,11,12,1,60604,415,10
22,185,4,468,37633.11,33353,4,6,0,60618,508,13
11,161,86,415,95,23883,2,26,5,60606,938,79
11,181,41,739,109.5,30301,0,0,0,60000,834,11
11,181,86,842,1194.93,17739,10,16,1,60137,126,61
11,171,91,335,332.9,33233,0,0,0,60000,300,10
11,171,29,813,5520.42,24027,10,5,1,60609,610,86
11,181,300,51,17370.5,26753,2,3,1,60439,431,10
11,181,27,971,4205.01,29709,12,5,1,60176,822,11
11,181,29,716,3716.34,24027,10,5,1,60609,610,86
11,181,16,490,67.9,33233,0,0,0,60000,300,10
11,171,67,435,916829.56,28821,0,0,0,60000,701,47
11,181,27,247,10944.24,24519,10,5,1,60133,126,81
22,175,4,611,299471.57,33365,4,6,0,60610,508,13
11,171,302,318,8767.7,24025,10,5,1,60609,610,86
11,171,68,205,99.87,33233,0,0,0,60000,300,10
11,171,93,313,3424.07,28466,0,0,0,60000,298,10
11,171,43,33,155,28295,7,12,1,60628,538,10
11,171,300,599,733.25,19755,12,12,1,60609,123,71
11,171,69,151,22.13,30586,14,12,1,60477,994,11
22,174,100,747,36274.07,33704,0,6,0,60604,66,14
250,165,0,0,3666.44,32818,4,6,1,60647,940,12
11,181,87,31,98.58,33233,0,0,0,60000,300,10
11,181,0,247,1490.16,27470,3,5,6,60608,607,56
11,181,301,475,2750,28945,2,3,6,60056,841,11
11,171,70,43,3044.47,28775,0,0,0,60000,144,10
11,161,85,718,1147140.81,26443,2,26,3,60638,673,86
241,174,0,0,1790.9,33748,0,6,0,60622,146,14
22,185,3,227,30829.83,58887,4,6,0,60608,626,46
11,171,31,174,7323.37,24026,10,5,1,60415,610,86
11,181,28,713,30.98,33233,0,0,0,60000,300,10
188,189,0,0,31362.47,19864,11,2,5,60680,942,69
184,168,0,0,16526,30193,3,2,2,60606,748,11
106,171,0,0,78.11,19393,15,41,3,60197,798,37
22,174,100,74,1294.21,36728,0,6,0,60612,888,17
250,175,0,0,9231.93,33024,4,6,0,60661,967,12
185,179,0,0,11626.46,19393,15,41,3,60197,798,37
22,175,3,434,1428.64,48940,4,6,0,60647,729,12
250,175,0,0,3565,43836,4,6,1,60623,55,30
11,171,67,344,83.86,30871,11,12,1,60639,882,11
22,185,3,145,2801.36,67565,4,6,0,60609,857,59
184,188,0,0,129255,26459,3,7,0,97214,755,10
22,185,1,471,134318.03,48891,4,6,0,60608,162,32
22,184,101,179,17625.32,31796,16,6,0,60606,5,13
11,171,93,364,1250,28161,18,7,0,60603,715,11
11,181,86,386,96078.11,28364,12,5,3,60678,380,10
11,161,95,546,8450.96,24512,11,12,1,60120,472,84
11,171,86,604,187.16,33233,0,0,0,60000,300,10
22,185,8,766,16000,44158,4,6,0,60651,914,30
11,171,88,151,177.49,30871,11,12,1,60639,882,11
188,179,0,0,657.99,24361,11,2,2,53214,7,90
11,171,27,812,6160.66,24516,10,5,1,60609,126,81
11,171,42,204,90.9,33233,0,0,0,60000,300,10
11,171,86,106,130,32564,19,5,1,60803,16,12
22,185,3,885,8595.45,32012,4,6,0,60630,59,13
11,171,42,680,850.45,30301,0,0,0,60000,834,11
11,171,86,482,1433.95,28364,12,5,3,60678,380,10
138,174,0,0,994003.92,29707,12,7,0,60693,257,12
11,161,18,595,11393.9,12687,12,5,1,60616,767,37
11,171,30,505,743.38,32909,12,5,1,60004,438,12
11,171,93,889,292.41,31001,11,12,1,60609,681,11
11,171,389,507,1558,33469,12,12,1,60609,826,12
188,169,0,0,52355.6,27733,11,1,1,60623,210,11
270,167,0,0,2083.34,31670,27,6,3,60640,171,12
141,184,0,0,2081.59,20293,0,0,0,60000,285,62
241,164,0,0,6969.67,36727,16,6,0,60613,888,17
131,183,0,0,274.25,30525,0,0,0,60000,834,11
22,175,5,136,13811.93,58931,4,6,0,60619,626,46
106,171,0,0,105,19393,15,41,3,60197,798,37
11,171,86,604,1.66,33233,0,0,0,60000,300,10
11,171,27,23,325000,33324,34,7,0,60601,549,13
22,175,4,394,29.95,44211,4,6,0,60608,53,30
11,181,86,129,79.98,51904,0,0,0,60000,508,10
11,171,67,497,8754.04,28364,12,5,3,60678,380,10
11,181,0,454,11232,33232,0,0,0,60000,508,10
11,181,87,930,8.19,33233,0,0,0,60000,300,10
11,171,89,703,19186,27781,0,0,0,60000,939,10
11,181,85,896,181.23,32528,17,12,1,60696,654,12
11,181,301,289,791009.95,22875,2,26,5,60616,975,79
250,165,0,0,275.78,31461,4,6,1,60623,937,12
11,181,29,467,34447.29,24026,10,5,1,60415,610,86
11,171,389,640,1496.36,22216,1,5,1,60461,622,76
106,181,0,0,1496.1,19393,15,41,3,60197,798,37
106,171,0,0,1701.65,19393,15,41,3,60197,798,37
11,181,85,481,399.48,33233,0,0,0,60000,300,10
184,178,0,0,484462.6,62425,3,1,0,60062,432,13
241,174,0,0,1307.32,50512,16,6,0,60643,362,34
11,181,87,727,1334.2,33232,0,0,0,60000,508,10
11,171,93,339,14350.08,24512,11,12,1,60120,472,84
138,174,0,0,12890,30722,12,2,3,80129,471,12
241,164,0,0,4618.53,33692,16,6,0,60657,64,14
11,171,31,314,346,31862,5,12,1,60628,336,12
11,171,29,620,6829.02,24027,10,5,1,60609,610,86
11,171,28,713,14426.08,33469,12,12,1,60609,826,12
11,171,88,634,31670.18,44827,2,3,1,60007,582,13
11,171,300,619,249.72,40336,19,12,1,60477,312,13
22,185,400,68,5455.97,50241,9,6,3,60610,115,91
158,186,0,0,4644.83,14026,0,0,0,60000,797,47
11,171,30,664,1914.48,49569,12,5,1,60638,124,13
11,181,27,409,1466.32,30559,12,5,1,55485,414,10
22,185,7,975,9539.65,77840,4,6,0,60603,626,46
11,171,30,53,2033.32,49569,12,5,1,60638,124,13
22,185,4,143,15535.12,65749,4,6,0,60000,113,57
11,181,19,276,68,33233,0,0,0,60000,300,10
250,175,0,0,3908.22,44046,4,6,0,60653,53,30
11,181,87,927,181.19,33233,0,0,0,60000,300,10
11,171,18,61,246,26775,12,5,1,60155,581,10
11,171,68,295,127.8,28296,7,12,1,11747,538,10
11,181,42,690,1644.35,46810,12,12,1,60517,447,13
11,171,389,189,656.5,29859,3,12,1,60628,818,10
123,172,0,0,4000,61795,6,7,0,60616,162,51
184,188,0,0,219566.71,22215,3,1,1,60609,816,78
11,171,18,769,3700,27033,2,3,1,60631,595,10
250,175,0,0,1580,31444,4,6,0,60629,729,12
154,185,0,0,1586,47144,9,15,1,60501,476,13
184,178,0,0,40298.48,47812,3,2,5,63150,462,12
11,171,41,229,998.7,33233,0,0,0,60000,300,10
11,171,30,782,419.1,30545,12,12,1,60139,487,12
11,171,41,276,632.4,32463,12,5,1,60090,693,12
11,181,43,241,1701.97,33323,0,0,0,60000,572,12
11,171,67,537,2105.69,20292,0,0,0,60000,285,62
250,175,0,0,4270,31441,4,6,0,60626,729,12
11,171,67,201,109.49,33233,0,0,0,60000,300,10
241,174,0,0,1189.66,31766,16,6,0,60628,0,13
250,165,0,0,432.57,31209,4,6,3,60607,937,12
184,188,0,0,8109.06,30024,3,1,1,60609,60,12
