I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum,Result
22,185,8,387,5461.59,55763,4,6,0,60623,53,30,1
11,181,27,422,100,41213,12,17,1,60612,750,16,1
11,181,87,279,6481.27,75071,11,5,1,60101,565,21,1
11,181,19,746,219.9,33233,0,0,0,60000,300,10,1
11,171,31,182,16090,45947,12,5,1,60804,865,12,1
250,175,0,0,15466,33024,4,6,0,60661,967,12,1
250,165,0,0,1666.66,34354,4,6,3,60640,109,15,1
250,175,0,0,26640.45,44223,4,6,0,60632,53,30,0
22,185,400,441,7692.4,49948,9,6,3,60609,87,90,1
11,161,27,294,44.94,33233,0,0,0,60000,300,10,1
254,175,0,0,7416.64,50256,9,6,3,60602,115,91,1
11,171,388,686,3511615.99,32130,2,26,3,60606,177,12,1
11,181,1,66,229.2,15257,10,16,1,60137,660,56,0
11,171,303,365,24006,24819,11,5,1,60612,488,84,0
11,171,69,180,195.2,31862,5,12,1,60628,336,12,0
11,181,87,409,341.75,30298,0,0,0,60000,834,11,1
250,175,0,0,13846.12,31450,4,6,0,60622,729,12,1
11,181,19,593,137.46,30871,11,12,1,60639,882,11,1
106,181,0,0,5355.95,19393,15,41,3,60197,798,37,1
22,185,2,848,2400,67500,4,6,0,60616,857,59,0
11,171,300,435,10237.86,22875,2,26,5,60616,975,79,1
11,171,302,435,198.8,30986,17,12,1,60177,444,12,0
22,185,5,121,2415.3,67534,4,6,0,60615,857,59,0
131,173,0,0,793.35,30296,0,0,0,60000,834,11,1
11,181,19,150,78.98,30871,11,12,1,60639,882,11,1
11,181,27,971,72.72,29709,12,5,1,60176,822,11,1
11,181,43,186,1354.06,28775,0,0,0,60000,144,10,1
185,189,0,0,517.92,19393,15,41,3,60197,798,37,1
11,171,31,764,130.15,30586,14,12,1,60477,994,11,0
185,179,0,0,560.16,20293,0,0,0,60000,285,62,1
22,175,3,291,9374.38,31997,4,6,0,60608,59,13,1
106,171,0,0,2202.71,20293,0,0,0,60000,285,62,1
22,185,8,947,3021.09,68159,4,6,0,60629,169,60,1
270,177,0,0,3083.33,51108,27,6,3,60647,171,12,1
250,175,0,0,1769.16,48791,4,6,0,60616,509,13,1
184,178,0,0,2043.22,30017,3,1,1,60609,60,12,1
11,181,87,617,129.8,33233,0,0,0,60000,300,10,1
11,171,86,847,13272.5,41933,12,12,1,60090,946,12,1
11,171,29,761,8767.71,24034,10,5,1,60185,610,86,1
11,181,16,2,710.4,28295,7,12,1,60628,538,10,0
11,181,87,406,25.98,33233,0,0,0,60000,300,10,1
11,181,41,483,279.88,28296,7,12,1,11747,538,10,1
22,185,400,785,2911.24,50327,9,6,3,60616,496,11,1
22,185,8,715,91.89,67726,4,6,0,60624,169,60,1
11,181,87,269,4.35,33233,0,0,0,60000,300,10,1
11,181,27,915,39.7,26158,12,5,1,60661,394,83,1
11,171,388,824,47147.1,14731,2,3,1,60610,318,53,0
138,164,0,0,2187.19,19550,12,7,0,60062,263,72,0
11,171,301,597,170.42,36561,0,0,0,60000,509,12,1
11,181,1,879,305,30586,14,12,1,60477,994,11,0
188,179,0,0,10787.04,24392,11,2,2,60532,7,90,1
184,178,0,0,111756.27,32911,3,2,5,75373,689,12,1
11,171,86,621,3842,26138,0,0,0,60000,0,0,1
11,181,19,135,1950,24835,2,5,1,46406,957,79,1
11,181,301,548,814.08,30545,12,12,1,60139,487,12,0
11,171,16,978,225,26994,12,5,1,60055,303,93,1
11,171,32,42,153,30586,14,12,1,60477,994,11,0
22,175,4,210,27007.41,44223,4,6,0,60632,53,30,0
138,174,0,0,5062.61,30223,12,7,0,53201,471,12,1
250,145,0,0,2858.68,29324,4,6,0,60622,117,12,1
11,171,88,369,472.97,22216,1,5,1,60461,622,76,1
11,181,87,360,670.41,40336,19,12,1,60477,312,13,1
11,171,301,372,1727.28,30545,12,12,1,60139,487,12,0
11,161,92,361,2673.07,24483,2,3,1,60641,354,83,0
11,181,15,905,378.9,30545,12,12,1,60139,487,12,0
167,167,0,0,6633.86,29561,1,2,2,60661,160,11,1
138,174,0,0,59552.94,30741,11,15,1,60606,299,12,1
154,185,0,0,8232,47144,9,15,1,60501,476,13,1
188,179,0,0,284.6,19393,15,41,3,60197,798,37,1
11,161,27,433,330,30586,14,12,1,60477,994,11,0
11,181,28,797,1251.48,74381,11,12,1,60609,552,50,1
11,171,31,316,280,20339,10,16,1,60609,645,66,0
159,186,0,0,10621.31,20293,0,0,0,60000,285,62,1
184,168,0,0,17639.6,29937,3,1,1,60106,59,12,1
22,184,100,554,2769.55,36728,0,6,0,60612,888,17,0
11,171,16,77,1280.4,33233,0,0,0,60000,300,10,1
254,165,0,0,42775,32651,9,6,3,60647,265,13,0
11,171,189,32,33649.53,38318,2,3,1,60630,282,13,1
11,171,89,786,1730,51904,0,0,0,60000,508,10,1
11,171,29,190,1432.56,29859,3,12,1,60628,818,10,1
250,165,0,0,8910.14,31352,4,6,0,60603,940,12,1
11,171,302,212,4900,33772,12,5,1,60078,910,12,1
11,181,19,538,37582.4,24932,3,5,1,60101,364,73,0
250,145,0,0,14850,24445,4,6,0,60603,620,96,1
22,175,4,287,11460.1,43686,4,6,1,60607,54,30,1
254,165,0,0,2747,31113,9,6,3,60616,87,90,1
22,174,101,269,19821.35,50702,16,6,0,60608,708,34,1
138,174,0,0,224726,30547,0,19,0,10538,615,12,0
22,174,101,837,8408.65,33694,0,6,0,60610,65,14,1
11,181,41,155,161.7,30871,11,12,1,60639,882,11,1
11,171,301,256,424.13,40336,19,12,1,60477,312,13,1
11,171,300,361,4167.7,30116,2,7,0,60666,444,12,1
11,171,21,812,3666,56484,11,5,1,60628,770,13,1
22,185,8,493,3281.62,67566,4,6,0,60640,857,59,0
11,171,22,212,459282,34059,9,7,0,60637,722,14,1
250,175,0,0,20787.08,44223,4,6,0,60632,53,30,0
11,171,27,765,346.15,29709,12,5,1,60176,822,11,1
11,171,89,389,155.82,26706,14,12,1,60644,854,88,0
185,179,0,0,105540.44,20952,2,27,2,60606,693,66,0
11,161,18,423,12813.84,12744,12,5,1,60438,767,37,1
154,185,0,0,7736,47144,9,15,1,60501,476,13,1
131,173,0,0,510,49308,0,0,0,60000,509,13,1
22,185,1,251,1064.97,67716,4,6,0,60629,169,60,1
11,171,29,626,698.25,29709,12,5,1,60176,822,11,1
11,181,41,952,227997.5,32638,0,0,0,60000,157,12,1
11,171,30,774,1377.61,28295,7,12,1,60628,538,10,0
11,161,18,321,338,32564,19,5,1,60803,16,12,1
131,183,0,0,2367.18,30299,0,0,0,60000,834,11,1
11,171,71,98,29682,14285,0,0,0,60000,466,34,1
11,171,86,629,3069.47,33233,0,0,0,60000,300,10,1
22,185,4,296,15959.27,67615,4,6,0,60626,169,60,1
11,181,85,982,9508,33717,0,0,0,60000,479,12,1
11,181,15,323,527700.21,4200,23,7,0,60603,908,19,1
11,171,67,401,8586,34955,3,12,1,60617,731,12,1
11,171,28,731,305.58,30545,12,12,1,60139,487,12,0
11,171,28,376,7793.5,24034,10,5,1,60185,610,86,1
11,171,90,950,145.41,33233,0,0,0,60000,300,10,1
123,172,0,0,4000,62480,6,7,0,60615,89,52,1
241,174,0,0,2104.15,31805,16,6,0,60622,6,13,1
22,177,0,142,2975.45,51183,27,6,3,60640,171,12,1
11,181,28,24,14618.61,21859,10,16,1,60636,645,66,0
11,181,301,217,27326.6,35679,2,22,1,60617,145,13,1
22,185,6,787,2841.61,67630,4,6,0,60624,169,60,1
11,161,18,893,762.42,17119,2,3,1,60623,2,60,0
22,175,0,675,2080.13,31417,4,6,0,60657,946,12,1
11,171,16,777,153430.84,30012,18,7,0,60612,387,12,1
11,171,22,440,959.4,28295,7,12,1,60628,538,10,0
11,171,42,883,2228.92,28364,12,5,3,60678,380,10,0
22,175,6,520,785.24,34970,4,6,0,60628,996,15,1
106,181,0,0,897.33,19393,15,41,3,60197,798,37,1
11,171,390,108,2350.22,22875,2,26,5,60616,975,79,1
11,161,25,382,3099.24,28295,7,12,1,60628,538,10,0
138,174,0,0,4380.04,30223,12,7,0,53201,471,12,1
22,185,5,895,27837.66,67775,4,6,0,60008,169,60,1
11,181,27,517,3453.56,22976,10,5,1,60601,289,72,0
22,175,7,118,249.29,55771,4,6,0,60607,53,30,1
11,171,27,727,29153.16,19651,12,5,1,60612,930,59,0
11,181,16,252,125,24835,2,5,1,46406,957,79,1
11,171,302,833,6457,28945,2,3,6,60056,841,11,1
250,165,0,0,1277.05,32506,4,6,1,60619,935,12,1
22,175,1,711,2912.61,43770,4,6,1,60603,796,25,1
11,171,42,968,1500,52021,0,0,0,60000,128,61,1
11,171,27,950,510.48,20336,10,16,1,60636,645,66,0
22,185,8,645,1013.9,77840,4,6,0,60603,626,46,0
11,171,41,332,3136,29120,11,5,1,60130,970,99,1
11,171,28,851,9559.44,17739,10,16,1,60137,126,61,1
22,177,0,327,1718.46,51131,27,6,3,60625,171,12,1
22,185,2,853,6995.34,67654,4,6,0,60640,169,60,1
11,161,92,161,7180,41933,12,12,1,60090,946,12,1
22,184,101,144,5877.26,31800,16,6,0,60608,6,13,0
11,171,18,910,45353.44,36672,9,7,0,60563,879,17,1
111,711,0,0,3092652.54,6970,18,7,0,60062,964,29,0
250,175,0,0,4567.54,43679,4,6,1,60643,55,30,1
11,171,42,342,79690.31,15257,10,16,1,60137,660,56,0
11,171,303,391,1350.25,30586,14,12,1,60477,994,11,0
11,181,27,359,866.13,29859,3,12,1,60628,818,10,1
11,171,68,925,966.8,19755,12,12,1,60609,123,71,0
250,175,0,0,2854.26,31338,4,6,0,60613,941,12,0
270,167,0,0,1565.14,31723,27,6,3,60637,171,12,1
11,171,67,595,6124.83,33939,0,0,0,60000,5,11,1
184,178,0,0,18537.27,30014,3,1,1,60106,59,12,1
250,165,0,0,222.14,31303,4,6,0,60640,940,12,1
11,181,1,851,417.85,33232,0,0,0,60000,508,10,1
11,171,389,599,30.96,29859,3,12,1,60628,818,10,1
184,178,0,0,52272,32567,0,0,0,60000,157,12,1
11,161,17,888,137.72,29859,3,12,1,60628,818,10,1
11,171,27,584,20563.77,28296,7,12,1,11747,538,10,1
250,175,0,0,2634.6,31289,4,6,0,60645,940,12,1
11,181,301,49,25.8,33469,12,12,1,60609,826,12,1
250,175,0,0,9995.47,32006,4,6,0,60616,59,13,1
250,165,0,0,268.5,31847,4,6,1,60628,941,12,1
11,181,0,622,1525,30545,12,12,1,60139,487,12,0
22,175,2,664,840,43921,4,6,0,60626,880,25,1
11,171,301,263,259.6,40336,19,12,1,60477,312,13,1
11,171,32,40,85263.72,24030,10,5,1,60609,610,86,0
22,174,102,70,9187.27,31700,0,6,0,60612,990,12,1
184,178,0,0,1767537.15,48820,3,1,1,60646,361,11,1
22,185,9,282,62157.42,33338,4,6,0,60608,509,13,1
11,171,68,475,99.87,33233,0,0,0,60000,300,10,1
188,179,0,0,56751.22,19747,11,2,2,60606,942,69,0
250,165,0,0,3461.52,31831,4,6,1,60630,940,12,1
250,165,0,0,13479.5,31790,4,6,1,60601,957,12,1
11,171,90,988,4047.97,28364,12,5,3,60678,380,10,0
250,165,0,0,5805.62,31389,4,6,1,60644,941,12,1
138,174,0,0,3116.36,19550,12,7,0,60062,263,72,0
11,181,1,97,14886.75,32564,19,5,1,60803,16,12,1
11,181,0,956,1034.2,33265,19,12,1,60515,74,13,1
22,185,4,457,3440.75,67545,4,6,0,60637,857,59,0
11,171,68,949,12834.16,30545,12,12,1,60139,487,12,0
11,181,87,48,68.97,33233,0,0,0,60000,300,10,1
11,171,303,499,234.84,26638,2,26,5,63102,805,98,1
158,186,0,0,2058.31,20292,0,0,0,60000,285,62,1
11,181,41,489,299.23,66942,2,3,1,60622,591,13,1
157,166,0,0,181480.3,20293,0,0,0,60000,285,62,1
188,179,0,0,42785.19,28002,11,2,2,20151,7,90,0
11,181,87,211,4493.75,41933,12,12,1,60090,946,12,1
11,181,16,88,10650.78,24819,11,5,1,60612,488,84,0
22,185,2,493,34566.84,33585,4,6,0,60654,510,13,0
167,177,0,0,79830,34446,1,23,2,60628,245,13,1
188,189,0,0,21209.81,58087,11,2,5,80021,942,69,1
11,181,28,507,233.36,19542,10,16,6,30384,143,71,1
11,181,85,989,675.4,32528,17,12,1,60696,654,12,1
250,175,0,0,12625.04,32006,4,6,0,60616,59,13,1
11,171,86,674,68056,29658,0,0,0,60000,678,10,1
11,171,89,676,419.4,29133,17,5,6,60177,964,10,1
167,187,0,0,19840,34446,1,23,2,60628,245,13,1
250,175,0,0,2011.45,48788,4,6,0,60622,509,13,1
22,185,8,776,34.04,77037,4,6,0,60624,169,60,1
22,175,6,952,800,44229,4,6,0,60653,53,30,1
11,171,30,54,1212.8,19651,12,5,1,60612,930,59,0
106,181,0,0,5441.3,19393,15,41,3,60197,798,37,1
11,171,302,504,1389.4,28453,2,7,0,75261,865,11,1
22,175,3,790,6658.66,31374,4,6,0,60647,941,12,1
131,173,0,0,213.1,30300,0,0,0,60000,834,11,1
250,175,0,0,5086.98,33362,4,6,0,60606,508,13,1
22,185,3,171,5663.5,55767,4,6,0,60617,53,30,1
106,181,0,0,1436.64,19393,15,41,3,60197,798,37,1
184,188,0,0,118771.94,30025,3,8,1,60609,60,12,0
11,161,25,264,61477.8,31761,11,12,1,49727,484,12,1
250,175,0,0,55174.09,33361,4,6,0,60607,508,13,1
22,185,0,662,5396.5,32003,4,6,0,60608,59,13,1
158,176,0,0,353.78,14026,0,0,0,60000,797,47,1
11,171,68,62,19118.91,30871,11,12,1,60639,882,11,1
11,171,32,48,386,24845,6,5,1,60428,439,84,1
184,188,0,0,948959.94,52685,3,2,3,60602,134,13,1
11,171,300,858,2630,27870,2,26,3,60631,334,10,0
11,171,30,453,1029.91,33469,12,12,1,60609,826,12,1
11,171,390,228,1079.4,28295,7,12,1,60628,538,10,0
22,174,102,10,342.56,37405,16,6,0,60640,530,18,1
22,175,6,497,3841.79,44031,4,6,0,60629,53,30,1
11,171,88,138,1022.48,33233,0,0,0,60000,300,10,1
241,174,0,0,5986.73,31955,16,6,0,60601,55,13,1
22,185,1,907,3448.21,67717,4,6,0,60629,169,60,1
138,174,0,0,5500,29842,12,7,0,60616,302,12,0
11,171,89,100,1881,33231,16,12,1,60649,882,11,1
11,171,301,439,3338.82,35679,2,22,1,60617,145,13,1
11,171,18,979,6887.95,24932,3,5,1,60101,364,73,0
11,181,15,598,238.2,33233,0,0,0,60000,300,10,1
11,181,29,647,11325.27,20497,10,16,1,60534,645,66,0
11,171,29,708,47.5,20295,10,16,1,60534,645,66,1
11,171,19,240,2332.8,29107,11,12,1,60604,75,11,0
11,171,42,20,22333.84,26901,3,12,1,60455,208,92,1
11,171,67,446,191.49,33233,0,0,0,60000,300,10,1
11,181,88,78,809.27,28364,12,5,3,60678,380,10,0
11,171,29,32,15366.35,17119,2,3,1,60623,2,60,0
185,179,0,0,1216.72,20074,2,27,5,60601,158,21,0
11,161,85,298,57544.95,32638,0,0,0,60000,157,12,1
11,181,29,773,1914.48,24027,10,5,1,60609,610,86,1
241,164,0,0,1272.92,33734,0,6,0,60606,140,14,0
22,185,5,975,11152.91,58771,4,6,0,60620,761,45,1
11,171,31,700,6210.45,24026,10,5,1,60415,610,86,0
11,171,389,688,7728,28355,2,3,1,60622,179,11,0
106,171,0,0,536.34,19393,15,41,3,60197,798,37,1
11,171,19,526,116782.25,27781,0,0,0,60000,939,10,1
250,175,0,0,63020.55,57421,4,6,0,60602,53,30,1
22,174,100,854,466.82,37406,0,6,0,60643,530,18,1
11,171,29,913,1402.2,31052,12,12,1,60176,371,12,1
11,181,27,661,4283.52,32463,12,5,1,60090,693,12,0
22,175,1,115,6308.84,32000,4,6,0,60603,59,13,1
241,164,0,0,1038.08,33752,0,6,0,60612,149,14,0
250,145,0,0,5863.3,28847,4,6,3,60639,16,12,1
11,171,41,403,282495.28,26727,6,5,1,60605,477,10,1
11,181,27,817,126,30871,11,12,1,60639,882,11,1
11,181,87,877,726.6,30871,11,12,1,60639,882,11,1
11,171,71,76,6258.55,24932,3,5,1,60101,364,73,0
11,181,16,740,1460,41708,12,12,1,60638,946,12,1
138,184,0,0,4125,68188,12,5,1,60428,119,31,1
241,174,0,0,240.58,31796,16,6,0,60606,5,13,0
250,175,0,0,3520.48,37797,4,6,0,60647,984,18,1
106,181,0,0,1049.1,19393,15,41,3,60197,798,37,1
158,176,0,0,4627.4,14026,0,0,0,60000,797,47,1
184,178,0,0,50274.43,44315,3,2,2,60674,423,94,0
11,181,29,330,27582.28,19755,12,12,1,60609,123,71,0
184,188,0,0,373.44,30024,3,1,1,60609,60,12,0
138,174,0,0,3384,30722,12,2,3,80129,471,12,1
11,171,18,636,1680,23816,18,7,0,62704,276,92,1
250,165,0,0,2844.18,31396,4,6,0,60641,940,12,1
241,164,0,0,540.9,36319,0,6,0,60601,387,17,0
22,174,100,41,43036,50704,16,6,0,60622,708,34,1
22,175,5,714,1164.45,55599,4,6,0,60612,53,30,1
11,181,86,377,750.24,32123,17,12,1,60176,484,12,0
254,175,0,0,8816.93,50235,9,6,3,60628,115,91,1
11,171,27,359,3941.1,26158,12,5,1,60661,394,83,1
154,175,0,0,6687,47144,9,15,1,60501,476,13,1
11,171,19,461,20.58,33233,0,0,0,60000,300,10,1
11,171,18,101,73,33233,0,0,0,60000,300,10,1
250,175,0,0,69008.35,33355,4,6,0,60602,508,13,1
22,185,8,526,2916.68,68347,4,6,0,60620,781,60,1
188,169,0,0,96683.86,28289,11,1,1,60062,468,11,0
11,181,18,61,132757.42,31860,11,12,1,60000,353,12,1
188,179,0,0,438140.28,39294,11,1,1,60062,373,13,0
11,171,93,439,100887.45,29555,12,2,2,60606,56,11,1
22,184,101,734,1562.94,72952,0,6,0,60613,691,69,1
106,171,0,0,1383.01,19393,15,41,3,60197,798,37,1
22,185,400,616,2232.19,50179,9,6,3,60653,114,91,0
22,187,0,126,5390.49,51166,27,6,3,60640,171,12,1
22,185,1,31,47481.26,67693,4,6,0,60647,169,60,1
22,175,3,459,7019,59001,4,6,0,60640,869,46,1
184,178,0,0,10123.44,30025,3,8,1,60609,60,12,0
22,184,100,83,12644.56,33699,0,6,0,60622,66,14,0
185,179,0,0,79755.44,20074,2,27,5,60601,158,21,0
250,175,0,0,9097.4,48792,4,6,0,60626,509,13,1
11,171,30,963,28179.37,20337,10,16,1,60609,645,66,0
106,181,0,0,20676.73,20293,0,0,0,60000,285,62,1
11,171,17,13,323.1,30986,17,12,1,60177,444,12,0
11,181,19,401,970.56,28295,7,12,1,60628,538,10,0
11,171,19,711,38792.45,31860,11,12,1,60000,353,12,1
11,171,60,575,218.2,24932,3,5,1,60101,364,73,0
11,171,88,517,81997.82,24050,2,26,3,60654,60,80,0
184,188,0,0,25106.05,30533,3,2,2,60606,687,11,1
22,185,400,614,26231.07,50269,9,6,3,60604,322,93,1
11,181,87,269,19.98,33233,0,0,0,60000,300,10,1
188,189,0,0,21189.85,28472,11,2,2,60603,56,11,1
11,181,42,3,257.04,12687,12,5,1,60616,767,37,0
250,175,0,0,43686.49,33361,4,6,0,60607,508,13,1
22,175,400,182,9065.64,50119,9,6,3,60647,87,90,1
22,185,400,177,-249.51,50236,9,6,3,60608,115,91,1
11,171,91,627,262.42,33233,0,0,0,60000,300,10,1
11,171,91,866,4325.8,44563,11,12,1,60604,948,12,1
11,171,28,29,480.95,33469,12,12,1,60609,826,12,1
11,181,28,835,1344.32,20336,10,16,1,60636,645,66,0
11,171,69,301,623.89,33469,12,12,1,60609,826,12,1
11,171,300,702,896243.22,26971,2,3,1,60605,753,97,1
11,161,18,997,1515.42,24027,10,5,1,60609,610,86,1
106,161,0,0,8728.2,19393,15,41,3,60197,798,37,1
11,171,41,403,1232,26727,6,5,1,60605,477,10,1
250,175,0,0,2949.34,31430,4,6,0,60340,940,12,1
22,184,100,791,-84.15,31674,0,6,0,60613,985,12,1
11,181,19,514,6762,29170,7,5,1,60491,821,10,1
11,171,389,878,11258.5,41933,12,12,1,60090,946,12,1
188,179,0,0,719778.6,47755,11,8,1,60646,471,13,1
11,171,300,66,266.96,40336,19,12,1,60477,312,13,1
184,188,0,0,26749.4,44371,3,2,2,60674,494,11,0
131,183,0,0,149.75,30301,0,0,0,60000,834,11,1
138,174,0,0,24425,21757,0,19,0,60415,317,83,0
250,175,0,0,249.53,44230,4,6,0,60617,53,30,1
11,171,31,6,552.03,24027,10,5,1,60609,610,86,1
11,181,1,203,60750,35098,27,7,0,60614,121,16,1
250,165,0,0,1407.69,28487,4,6,0,60610,850,11,1
22,185,1,791,1820,33599,4,6,0,60620,510,13,1
241,174,0,0,1790.9,33748,0,6,0,60622,146,14,1
11,181,16,857,79.17,12203,7,5,1,60608,599,45,0
250,175,0,0,3000,31407,4,6,0,60618,940,12,1
250,175,0,0,1538.46,44215,4,6,0,60615,53,30,1
250,175,0,0,6200.37,33336,4,6,0,60608,509,13,1
11,181,87,813,19.45,33233,0,0,0,60000,300,10,1
11,161,92,118,422.49,28355,2,3,1,60622,179,11,0
11,171,301,691,688.16,28296,7,12,1,11747,538,10,1
11,181,300,551,19007.66,23031,2,22,1,52627,603,86,0
22,185,400,267,4895.64,50290,9,6,3,60639,115,91,1
22,175,5,353,1587.5,33334,4,6,0,60615,509,13,1
185,189,0,0,6259.09,1416,2,2,0,60601,0,0,0
11,171,40,120,1447.74,33233,0,0,0,60000,300,10,1
131,173,0,0,1642.5,30299,0,0,0,60000,834,11,1
131,183,0,0,917.65,30295,0,0,0,60000,834,11,1
185,189,0,0,4201.05,19393,15,41,3,60197,798,37,1
11,181,1,867,31108.32,34955,3,12,1,60617,731,12,1
22,185,4,627,11433.06,67743,4,6,0,60612,169,60,1
11,171,301,99,5570.75,46733,2,26,8,60603,333,11,0
11,171,89,482,280.19,33233,0,0,0,60000,300,10,1
250,175,0,0,6072.08,49727,4,6,0,60620,915,30,1
11,171,27,864,5865.07,33469,12,12,1,60609,826,12,1
241,104,0,0,4968.29,17183,16,6,0,60611,473,64,1
11,181,29,525,19872.2,24031,10,5,1,60005,610,86,0
11,181,28,972,38.75,28295,7,12,1,60628,538,10,0
131,173,0,0,3622.25,30300,0,0,0,60000,834,11,1
22,175,0,167,8583.43,28420,4,6,0,60608,850,11,0
22,185,6,638,18912.77,31999,4,6,0,60612,59,13,1
250,165,0,0,69761.63,31998,4,6,0,60653,59,13,1
22,175,5,402,5969.27,43933,4,6,0,60661,885,25,1
22,174,101,469,26083.38,34407,16,6,0,22202,169,15,0
11,171,300,17,10609.39,22875,2,26,5,60616,975,79,1
22,175,3,300,31027.72,33363,4,6,0,60608,508,13,1
11,161,92,562,9915.48,22875,2,26,5,60616,975,79,1
11,181,27,992,378,30280,3,5,1,60628,454,10,1
131,173,0,0,680,49308,0,0,0,60000,509,13,1
11,171,21,985,20125,6566,21,7,0,60622,779,27,1
138,174,0,0,1468,29554,12,2,2,60540,56,11,1
11,181,19,830,353.35,30545,12,12,1,60139,487,12,0
11,171,303,257,307462.84,24819,11,5,1,60612,488,84,0
22,185,2,105,4025.45,67708,4,6,0,60657,169,60,1
11,171,91,160,508.3,30871,11,12,1,60639,882,11,1
138,174,0,0,5076.14,29707,12,7,0,60693,257,12,1
11,181,87,874,855.23,30871,11,12,1,60639,882,11,1
191,179,0,0,62757.35,19393,15,41,3,60197,798,37,1
11,181,302,198,10342.5,27955,2,22,1,60675,959,10,0
22,185,4,794,12766.26,44150,4,6,0,60622,800,25,1
11,181,29,752,382.08,19542,10,16,6,30384,143,71,1
106,171,0,0,1056.5,19393,15,41,3,60197,798,37,1
11,171,31,211,118.11,30871,11,12,1,60639,882,11,1
22,185,1,11,24434.76,67628,4,6,0,60661,169,60,1
131,173,0,0,170,49308,0,0,0,60000,509,13,1
11,181,86,681,1673.07,33232,0,0,0,60000,508,10,1
11,181,27,953,15457.12,24034,10,5,1,60185,610,86,1
22,175,1,102,5184.9,31267,4,6,0,60640,938,12,0
11,181,27,223,288,33233,0,0,0,60000,300,10,1
138,174,0,0,62.16,30223,12,7,0,53201,471,12,1
11,171,188,995,436935.29,28946,2,3,1,60164,276,11,1
22,175,7,149,2916,43982,4,6,1,60640,796,25,1
167,187,0,0,31650,34452,1,23,2,60631,245,13,0
22,185,2,422,7279.47,44145,4,6,0,60643,914,30,1
22,185,0,835,8154.2,67735,4,6,0,60624,169,60,1
11,171,31,538,4368.1,21974,10,16,1,60641,645,66,0
22,175,0,411,48230.92,31788,4,6,1,60608,957,12,1
11,171,41,447,639.99,33717,0,0,0,60000,479,12,1
22,184,100,890,6471.05,31794,16,6,0,60604,5,13,0
11,171,31,442,93681.6,17835,10,16,1,60505,902,59,1
22,185,1,466,2302.1,67626,4,6,0,60661,169,60,1
11,171,389,456,382534.48,5432,0,0,0,60000,0,0,1
11,161,86,292,121.15,22966,0,3,1,60009,735,87,1
106,171,0,0,578.8,19393,15,41,3,60197,798,37,1
11,171,28,916,150,24515,10,5,1,60638,126,81,1
106,181,0,0,1312.57,19393,15,41,3,60197,798,37,1
11,181,300,985,87961.44,14731,2,3,1,60610,318,53,0
22,185,1,390,6960.16,67625,4,6,0,60661,169,60,1
11,181,20,318,25.19,33233,0,0,0,60000,300,10,1
11,171,15,390,7578.96,44963,9,7,0,60628,985,26,1
11,171,27,356,2140.29,30545,12,12,1,60139,487,12,0
250,165,0,0,7083.34,34358,4,6,0,60617,114,15,1
11,171,89,798,4.98,33233,0,0,0,60000,300,10,1
184,178,0,0,6684.01,29937,3,1,1,60106,59,12,1
188,179,0,0,7157.02,24387,11,2,2,60603,7,90,1
11,171,67,303,82.62,33233,0,0,0,60000,300,10,1
11,171,28,211,425.18,33461,12,5,1,60614,447,12,1
11,161,25,108,1328.83,26775,12,5,1,60155,581,10,0
11,181,28,889,2971,26603,12,5,1,60586,188,81,0
11,171,29,978,810.36,21860,10,16,1,60638,645,66,0
11,171,390,111,5724,41635,12,12,1,60604,175,12,0
11,181,27,226,4040.56,24519,10,5,1,60133,126,81,1
11,181,41,590,4824,68892,5,12,1,60126,993,51,1
11,171,28,203,520.2,33233,0,0,0,60000,300,10,1
11,171,27,794,7020,22976,10,5,1,60601,289,72,0
11,181,17,309,7106.1,24932,3,5,1,60101,364,73,0
22,175,400,659,0,66281,9,6,0,60617,726,57,1
22,175,4,263,153130.84,58934,4,6,0,60622,626,46,1
138,174,0,0,3700.08,19550,12,7,0,60062,263,72,0
167,177,0,0,14440,34452,1,23,2,60631,245,13,0
11,171,29,200,79.15,26588,24,5,1,60642,590,85,0
184,168,0,0,7304,14623,3,2,3,60606,646,56,1
11,171,88,205,3808.05,31005,17,5,1,46310,196,12,1
11,161,86,63,270.92,28295,7,12,1,60628,538,10,0
11,181,28,521,1250.44,30816,3,5,11,60608,16,12,1
138,174,0,0,4964.19,19550,12,7,0,60062,263,72,0
250,165,0,0,41.31,34976,4,6,0,60610,996,15,1
188,169,0,0,5491.48,19340,11,2,3,60602,701,67,1
250,165,0,0,97382.08,46173,4,6,0,60630,430,28,1
184,178,0,0,231.25,26824,6,7,0,60417,72,11,1
11,181,41,945,12831.6,48198,17,12,1,60177,650,13,1
11,171,42,132,16766.5,32560,0,0,0,60000,157,12,1
11,171,390,128,850.36,26634,2,26,5,60604,803,98,1
188,179,0,0,16687.18,19339,11,2,3,60601,701,67,1
250,145,0,0,8632,27129,4,6,0,60612,248,11,1
11,171,69,632,632.12,33233,0,0,0,60000,300,10,1
11,171,41,906,6500,63818,6,7,0,60302,882,53,1
22,174,101,77,11202.53,58973,16,6,0,60642,918,46,1
250,165,0,0,5472.88,31208,4,6,1,60644,937,12,1
11,171,31,699,1898.8,17739,10,16,1,60137,126,61,1
106,181,0,0,487.8,19393,15,41,3,60197,798,37,1
11,171,90,916,4218.75,21694,14,12,1,60000,450,74,0
